epoch,loudness_zwtv,sharpness_din_tv,roughness_dw,tnr_ecma_perseg,sii_ansi,total,val_loudness_zwtv,val_sharpness_din_tv,val_roughness_dw,val_tnr_ecma_perseg,val_sii_ansi,val_total
30,8.237481117248535,0.24667829275131226,0.07996337860822678,48.36585998535156,0.011553926393389702,2.2481486797332764,7.728010177612305,0.24471984803676605,0.07758840173482895,48.5721321105957,0.012960904277861118,2.2380621433258057
31,8.258594512939453,0.24738416075706482,0.08026254922151566,48.50722885131836,0.011396263726055622,2.2524001598358154,7.725714206695557,0.24913069605827332,0.07912793755531311,48.82592010498047,0.014028470031917095,2.2810120582580566
32,8.304580688476562,0.2469763457775116,0.08040200173854828,48.320457458496094,0.011735452339053154,2.2562620639801025,7.604149341583252,0.24168547987937927,0.07669901102781296,48.171958923339844,0.011051489040255547,2.186868906021118
33,8.21651554107666,0.24654239416122437,0.07981040328741074,48.34193801879883,0.011622924357652664,2.24672532081604,7.567422866821289,0.24287185072898865,0.07910660654306412,48.61229705810547,0.011033555492758751,2.220459461212158
34,8.172626495361328,0.24682608246803284,0.07973521947860718,48.24015808105469,0.011401419527828693,2.2406630516052246,7.527318954467773,0.242214173078537,0.07638239115476608,47.96767807006836,0.013296251185238361,2.2146031856536865
35,8.174519538879395,0.24587129056453705,0.07967239618301392,48.17835998535156,0.011349070817232132,2.2369370460510254,7.543562412261963,0.24329045414924622,0.07591284066438675,48.158782958984375,0.013535192236304283,2.217971086502075
36,8.131144523620605,0.2458760142326355,0.0794171616435051,48.20426940917969,0.011371898464858532,2.234375,7.511734485626221,0.24280406534671783,0.0767098069190979,48.169700622558594,0.011854358948767185,2.199601650238037
37,8.154205322265625,0.24523630738258362,0.07965867221355438,48.07146453857422,0.01124523300677538,2.232354164123535,7.557156085968018,0.24328771233558655,0.07780254632234573,47.768375396728516,0.012084431946277618,2.2097902297973633
38,8.114617347717285,0.24514438211917877,0.07930731028318405,48.02399444580078,0.01112248282879591,2.2252705097198486,7.421916961669922,0.2404015064239502,0.07541998475790024,47.74191665649414,0.010476985946297646,2.153228759765625
39,8.154105186462402,0.24544566869735718,0.07932822406291962,47.95161437988281,0.011329771019518375,2.228503942489624,7.519200325012207,0.2424096316099167,0.07715818285942078,48.17715835571289,0.01225971058011055,2.210360527038574
40,8.110203742980957,0.24492783844470978,0.07913579046726227,47.92753601074219,0.011201045475900173,2.222766399383545,7.553974151611328,0.24061892926692963,0.07589685171842575,48.1461296081543,0.01603733003139496,2.2528157234191895
41,8.028653144836426,0.24448150396347046,0.07942654192447662,47.913326263427734,0.01110305916517973,2.2224161624908447,7.493537425994873,0.2408970445394516,0.07682792842388153,48.817569732666016,0.010571126826107502,2.188460111618042
42,8.037248611450195,0.24423342943191528,0.07909049838781357,47.81847381591797,0.011047471314668655,2.2162368297576904,7.527968883514404,0.24144139885902405,0.07889792323112488,48.16743850708008,0.012176621705293655,2.2263741493225098
43,8.0953950881958,0.24394287168979645,0.0792357325553894,47.73710632324219,0.011194934137165546,2.219191789627075,7.394550323486328,0.24011705815792084,0.08281400799751282,47.54278564453125,0.010507309809327126,2.229006767272949
44,7.988716125488281,0.24370375275611877,0.07891817390918732,47.75249481201172,0.01099353190511465,2.211127996444702,7.384237289428711,0.2441677451133728,0.07968073338270187,47.45283126831055,0.012208384461700916,2.2256429195404053
45,7.995289325714111,0.24420861899852753,0.07882953435182571,47.709503173828125,0.01117145549505949,2.2130210399627686,7.3261189460754395,0.24043002724647522,0.07535308599472046,47.856807708740234,0.010154138319194317,2.1480605602264404
46,7.917271614074707,0.24384178221225739,0.07847607880830765,47.66352844238281,0.010959341190755367,2.2036569118499756,7.36252498626709,0.2405698448419571,0.0757407397031784,48.188899993896484,0.01169620081782341,2.182003974914551
47,7.968191146850586,0.24406294524669647,0.07846774905920029,47.67276382446289,0.011152001097798347,2.2076923847198486,7.344356536865234,0.24024130403995514,0.07764440029859543,47.49658966064453,0.011555041186511517,2.1885602474212646
48,7.935765743255615,0.24349549412727356,0.07846520841121674,47.56687927246094,0.011026470921933651,2.202834367752075,7.313948631286621,0.24091559648513794,0.07526803761720657,48.52300262451172,0.01139302272349596,2.1773416996002197
49,7.980058670043945,0.24366948008537292,0.07862111926078796,47.67137908935547,0.010958058759570122,2.205946683883667,7.268760681152344,0.24032536149024963,0.07622990012168884,47.572391510009766,0.01314159668982029,2.198206901550293
50,7.931876182556152,0.24366410076618195,0.07869333773851395,47.516746520996094,0.011035026051104069,2.204791307449341,7.285013198852539,0.24144776165485382,0.07515870779752731,47.38901901245117,0.012089604511857033,2.1693027019500732
51,7.877851963043213,0.24259240925312042,0.07826879620552063,47.45170974731445,0.010767542757093906,2.192884922027588,7.568030834197998,0.23978263139724731,0.07491915673017502,48.28409957885742,0.01077535655349493,2.162236452102661
52,7.843929290771484,0.24231526255607605,0.07812785357236862,47.439788818359375,0.010744455270469189,2.1899876594543457,7.317436695098877,0.2398136556148529,0.0771222710609436,47.5615348815918,0.010995438322424889,2.174394369125366
53,7.882988929748535,0.2425757199525833,0.07801419496536255,47.402137756347656,0.010799062438309193,2.1899075508117676,7.315399646759033,0.2403412163257599,0.07752995938062668,47.468299865722656,0.010090377181768417,2.1639788150787354
54,7.880498886108398,0.24225902557373047,0.07797013968229294,47.39021301269531,0.010868759825825691,2.189862012863159,7.286768913269043,0.2401653379201889,0.0752871185541153,47.416751861572266,0.010380213148891926,2.1429805755615234
55,7.8543219566345215,0.24232731759548187,0.07770401984453201,47.340904235839844,0.010950418189167976,2.1872239112854004,7.28724479675293,0.24380925297737122,0.07676524668931961,48.4741325378418,0.010980180464684963,2.1897709369659424
56,7.88424015045166,0.2425079643726349,0.07808630168437958,47.32134246826172,0.010577665641903877,2.185903310775757,7.411075115203857,0.24095767736434937,0.079640693962574,47.63429641723633,0.010629411786794662,2.199706792831421
57,7.8524956703186035,0.24260403215885162,0.07797317951917648,47.29081726074219,0.010560671798884869,2.183638095855713,7.361546039581299,0.2399582862854004,0.07487934082746506,50.237342834472656,0.010683268308639526,2.1887145042419434
58,7.816005229949951,0.24161799252033234,0.07810774445533752,47.20939254760742,0.01053567323833704,2.1815690994262695,7.278763294219971,0.24270233511924744,0.07716041803359985,48.706703186035156,0.01218487974256277,2.214700222015381
59,7.82766580581665,0.24221864342689514,0.07775814086198807,47.316627502441406,0.010629924014210701,2.181950807571411,7.2125067710876465,0.2387721836566925,0.07439982146024704,47.84206771850586,0.010384083725512028,2.137363910675049
60,7.832852363586426,0.24140524864196777,0.07779943197965622,47.18131637573242,0.010484759695827961,2.1769776344299316,7.307833194732666,0.23987899720668793,0.07457608729600906,49.26647186279297,0.011075817048549652,2.1753122806549072
