time_index,loudness_zwtv_target,loudness_zwtv_pred,sharpness_din_tv_target,sharpness_din_tv_pred,roughness_dw_target,roughness_dw_pred,tnr_ecma_perseg_target,tnr_ecma_perseg_pred,sii_ansi_target,sii_ansi_pred
74,19.880009,11.756041,2.3823645,1.4212344,,,,,,
75,21.386478,11.783858,2.58144,1.4204491,,,,,,
76,22.321825,11.810864,2.0583012,1.4178302,,,,,,
77,22.851477,11.837894,2.2717488,1.4145639,,,,,,
78,23.9024,11.864149,2.1617496,1.4109999,,,,,,
79,24.066547,11.88921,2.033492,1.4099673,,,,,,
80,23.74538,11.913509,1.9485271,1.4072206,,,,,,
81,23.71467,11.937366,1.9971228,1.4055758,,,,,,
82,23.901707,11.961767,1.9017683,1.4033841,,,,,,
83,23.755405,11.985382,1.8009473,1.3998709,,,,,,
84,23.26063,12.008372,1.7064978,1.3985949,,,,,,
85,23.009642,12.030727,1.7235681,1.3954725,,,,,,
86,23.341951,12.0528,1.8615856,1.3959212,,,,,,
87,23.739796,12.074973,1.7299682,1.3927015,,,,,,
88,23.77528,12.096497,1.6490161,1.3899896,,,,,,
89,23.52622,12.116895,1.5958288,1.3866191,,,,,,
90,22.913618,12.136785,1.4862243,1.3866832,,,,,,
91,22.215487,12.156809,1.6473963,1.3837197,,,,,,
92,22.03364,12.175548,1.7192228,1.3803523,,,,,,
93,21.99877,12.193604,1.6713918,1.3792757,,,,,,
94,21.843395,12.212384,1.7036016,1.3831116,,,,,,
95,21.89434,12.231318,1.8577012,1.3779286,,,,,,
96,22.04329,12.250608,1.9839183,1.3781232,,,,,,
97,21.839106,12.269862,1.8490552,1.3738182,,,,,,
98,22.140205,12.290131,1.9129665,1.3732922,,,,,,
99,22.283901,12.312106,1.5997678,1.3756412,,,,,,
100,22.157019,12.3353615,1.6818175,1.3704973,,,,,,
101,22.194923,12.359145,1.9055794,1.3710637,,,,,,
102,23.69106,12.383215,2.796955,1.3693466,,,,,,
103,25.218163,12.40562,2.3899,1.3663447,,,,,,
104,25.485039,12.427033,2.0955417,1.3667072,,,,,,
105,25.649824,12.44685,2.120363,1.3662996,,,,,,
106,26.031338,12.464605,1.9963932,1.3676881,,,,,,
107,25.778759,12.481216,1.7817979,1.3659762,,,,,,
108,25.258232,12.495774,1.8573155,1.3635927,,,,,,
109,25.362593,12.508909,2.2624047,1.3645052,,,,,,
110,26.275085,12.520711,2.569365,1.36089,,,,,,
111,26.766605,12.532644,2.1163318,1.3607596,,,,,,
112,26.485693,12.544968,1.8378226,1.3603517,,,,,,
113,25.959124,12.55794,2.1451495,1.363326,,,,,,
114,26.141256,12.571865,2.3345492,1.3627985,,,,,,
115,26.112196,12.586469,2.087074,1.3628712,,,,,,
116,25.870502,12.601103,1.8821971,1.3625766,,,,,,
117,25.39902,12.615046,1.6869951,1.362886,,,,,,
118,24.603985,12.627661,1.587737,1.3642921,,,,,,
119,24.034004,12.639792,1.5188072,1.3645189,,,,,,
120,23.720678,12.651734,1.567674,1.3631533,,,,,,
121,24.030241,12.663255,1.7534215,1.3626215,,,,,,
122,24.385557,12.673779,1.7501824,1.3622295,,,,,,
123,24.413204,12.6823015,1.6719694,1.3638359,,,,,,
124,24.325405,12.689787,1.5344555,1.362382,,,,,,
125,24.294464,12.697642,1.5187749,1.3618199,,,,,,
126,24.665106,12.705284,1.9720148,1.3617704,,,,,,
127,25.740088,12.7124405,2.0364766,1.3586482,,,,,,
128,26.062681,12.719711,1.7350457,1.3578326,,,,,,
129,25.997746,12.728006,1.7371364,1.3581796,,,,,,
130,26.036392,12.736684,1.596075,1.3565595,,,,,,
131,25.637756,12.746049,1.5305679,1.3569003,,,,,,
132,25.153269,12.75517,1.5371681,1.3571846,,,,,,
133,24.870613,12.762582,1.6941723,1.356888,,,,,,
134,24.506838,12.768698,1.6899399,1.3576138,,,,,,
135,23.986452,12.773074,1.5412588,1.3591708,,,,,,
136,23.265846,12.77508,1.5608366,1.3569334,,,,,,
137,22.921793,12.775709,1.617809,1.3581648,,,,,,
138,22.953943,12.77452,2.1376443,1.3555139,,,,,,
139,23.289394,12.772749,1.9155576,1.3577641,,,,,,
140,23.419561,12.770336,1.6499718,1.3603084,,,,,,
141,23.398365,12.765923,1.5163186,1.3580756,,,,,,
142,23.184116,12.76165,1.4403108,1.3559065,,,,,,
143,23.150686,12.757201,1.7757556,1.3597172,,,,,,
144,23.591318,12.752935,1.7817743,1.3587506,,,,,,
145,23.440641,12.7485695,1.4676458,1.3584162,,,,,,
146,22.992111,12.744316,1.4349132,1.3592833,,,,,,
147,22.866447,12.740446,1.6242592,1.3607402,,,,,,
148,22.776176,12.737408,1.6751615,1.3599534,,,,,,
149,22.712486,12.734377,1.7867905,1.3592403,,,,,,
150,22.740055,12.731166,1.8764905,1.3585551,,,,,,
151,22.770967,12.728206,1.6911597,1.357484,,,,,,
152,22.69171,12.725695,1.8929818,1.3570485,,,,,,
153,23.046183,12.7240505,2.0531332,1.358384,,,,,,
154,23.51949,12.723983,1.9060019,1.3592895,,,,,,
155,23.82233,12.725353,1.7552875,1.3607968,,,,,,
156,23.783546,12.726814,1.7797011,1.359409,,,,,,
157,23.83312,12.728059,1.75401,1.3576143,,,,,,
158,23.637592,12.72845,1.6677301,1.3549654,,,,,,
159,23.730501,12.729436,2.171646,1.3566034,,,,,,
160,24.254496,12.731677,2.1926706,1.3577712,,,,,,
161,24.495876,12.735665,2.0284429,1.3617268,,,,,,
162,24.684757,12.739963,1.9452187,1.3614151,,,,,,
163,26.261631,12.744376,3.3630097,1.361476,,,,,,
164,27.619831,12.749395,2.5891147,1.3590909,,,,,,
165,27.720205,12.753637,2.0616107,1.3626032,,,,,,
166,27.344072,12.757838,1.7867699,1.363636,,,,,,
167,27.001137,12.761698,1.8215294,1.3648795,,,,,,
168,26.837118,12.764837,1.8584183,1.360727,,,,,,
169,26.763561,12.766802,1.8692199,1.3594681,,,,,,
170,26.361258,12.7676325,1.6874254,1.3594066,,,,,,
171,25.608227,12.767965,1.5978982,1.3618294,,,,,,
172,25.005854,12.768836,1.669176,1.3604634,,,,,,
173,24.990614,12.770436,1.9534886,1.361885,,,,,,
174,25.200197,12.772981,1.7957401,1.3594241,,,,,,
175,25.460217,12.775734,2.4312441,1.3593109,,,,,,
176,25.790825,12.77821,2.2612944,1.3580291,,,,,,
177,25.681194,12.780773,1.9549927,1.3585389,,,,,,
178,25.342781,12.783023,1.7271234,1.3597693,,,,,,
179,25.134197,12.785483,1.7790201,1.3584191,,,,,,
180,25.214373,12.788496,2.0357194,1.3595273,,,,,,
181,25.777908,12.792528,2.3814018,1.3577644,,,,,,
182,26.473433,12.796463,1.9976606,1.3561988,,,,,,
183,26.33204,12.800748,1.7678314,1.3563191,,,,,,
184,26.360083,12.804705,1.8854886,1.3569998,,,,,,
185,26.525976,12.808444,1.7164079,1.3568659,,,,,,
186,26.442133,12.812892,1.6950784,1.3571129,,,,,,
187,26.386955,12.818293,1.6693317,1.3600504,,,,,,
188,26.209188,12.824599,1.5845762,1.3609792,,,,,,
189,26.260084,12.831727,1.8184066,1.3589003,,,,,,
190,26.462044,12.8390465,1.6898346,1.3593965,,,,,,
191,26.628477,12.845789,1.7266127,1.3617911,,,,,,
192,27.052832,12.852591,2.169877,1.3600254,,,,,,
193,27.262291,12.859629,2.0010564,1.3621316,,,,,,
194,26.979225,12.867512,1.6971947,1.362978,,,,,,
195,26.662992,12.876181,1.6067883,1.3631966,,,,,,
196,26.642704,12.88435,1.7237508,1.3613844,,,,,,
197,26.99262,12.892652,1.9441451,1.3607249,,,,,,
198,27.66918,12.901363,1.8463659,1.3594794,,,,,,
199,27.485708,12.909619,1.5518827,1.3589565,,,,,,
200,26.87487,12.918214,1.4666858,1.3596495,,,,,,
201,26.131285,12.927012,1.4040893,1.3620735,,,,,,
202,25.292278,12.935329,1.4040121,1.3597188,,,,,,
203,24.799625,12.943677,1.7516574,1.3589921,,,,,,
204,25.438663,12.9519825,2.067353,1.3588512,,,,,,
205,26.24411,12.9602375,2.0832078,1.3584396,,,,,,
206,27.053585,12.967363,1.9267749,1.3589861,,,,,,
207,27.53906,12.974313,1.7035514,1.3562093,,,,,,
208,27.540829,12.980489,1.8606817,1.354761,,,,,,
209,27.573193,12.986332,1.8520459,1.3554162,,,,,,
210,27.496622,12.991518,1.6923659,1.3554478,,,,,,
211,27.125177,12.997042,1.7139266,1.3584563,,,,,,
212,27.226217,13.002658,1.839959,1.3572733,,,,,,
213,28.441698,13.00967,1.9919888,1.3551358,,,,,,
214,29.11953,13.017962,1.6591394,1.3563825,,,,,,
215,28.540451,13.026576,1.5859598,1.3563738,,,,,,
216,27.881046,13.035372,1.6744373,1.3564596,,,,,,
217,27.895103,13.044069,2.030028,1.3561798,,,,,,
218,27.66819,13.051156,1.7217036,1.3564076,,,,,,
219,27.22315,13.05605,1.630049,1.3545234,,,,,,
220,27.250336,13.058478,1.6121545,1.3565451,,,,,,
221,27.244091,13.058085,1.6529634,1.355985,,,,,,
222,27.436323,13.053085,2.31298,1.3548335,,,,,,
223,29.104221,13.0436535,2.5138583,1.3522993,,,,,,
224,30.608232,13.031646,2.019993,1.3507355,,,,,,
225,30.446718,13.017892,1.6412141,1.3529474,,,,,,
226,29.123262,13.004255,1.5294881,1.353465,,,,,,
227,27.799816,12.991469,1.4824002,1.3542417,,,,,,
228,27.007917,12.980482,1.6038377,1.3543041,,,,,,
229,26.386763,12.972125,1.5411593,1.3561232,,,,,,
230,25.987564,12.965841,1.6518925,1.3548976,,,,,,
231,25.994328,12.960371,1.8819501,1.3543187,,,,,,
232,26.147318,12.956237,1.8275583,1.3547101,,,,,,
233,26.24604,12.953552,1.7455609,1.3571926,,,,,,
234,26.383574,12.951956,1.8826104,1.3587075,,,,,,
235,26.351004,12.950653,1.6100972,1.3604252,,,,,,
236,25.82226,12.948669,1.5796571,1.3605055,,,,,,
237,25.436733,12.945276,1.7231044,1.3589854,,,,,,
238,25.25985,12.940507,1.7642143,1.3571789,,,,,,
239,25.177717,12.935226,1.7393104,1.3545272,,,,,,
240,25.145428,12.929805,1.9078302,1.3517327,,,,,,
241,25.657923,12.924531,2.0670414,1.3534336,,,,,,
242,26.830608,12.920002,2.1654854,1.3528001,,,,,,
243,28.389315,12.914963,2.030331,1.3523749,,,,,,
244,29.112967,12.909326,1.9076412,1.3545413,,,,,,
245,28.988565,12.903918,1.646205,1.354896,,,,,,
246,28.374323,12.898996,1.499852,1.3511025,,,,,,
247,27.361578,12.893617,1.3800598,1.3496339,,,,,,
248,26.349281,12.8882475,1.4324839,1.3512766,,,,,,
249,25.66902,12.883243,1.522162,1.3524795,,,,,,
250,25.54251,12.877451,1.7026067,1.3543991,,,,,,
251,25.698305,12.8716135,1.6021267,1.3503783,,,,,,
252,25.693579,12.866337,1.581875,1.3533609,,,,,,
253,25.28922,12.862548,1.3825058,1.3536314,,,,,,
254,24.73502,12.861297,1.4820822,1.3527806,,,,,,
255,24.801104,12.861532,1.5882292,1.3552207,,,,,,
256,25.032717,12.863192,1.71596,1.3584801,,,,,,
257,25.129128,12.865494,1.6208593,1.3597194,,,,,,
258,24.786144,12.867774,1.6773986,1.3570261,,,,,,
259,24.633972,12.869724,1.9498878,1.3569125,,,,,,
260,24.881481,12.871316,1.7806396,1.3560607,,,,,,
261,24.782566,12.872444,1.6626881,1.3556952,,,,,,
262,24.549547,12.873069,1.5123614,1.3561908,,,,,,
263,24.342289,12.872705,1.6201397,1.3553472,,,,,,
264,24.700058,12.872196,1.6704626,1.355785,,,,,,
265,24.918636,12.872227,1.6369541,1.3560104,,,,,,
266,25.309277,12.871144,1.6288192,1.3565158,,,,,,
267,25.52334,12.868708,1.6574597,1.3564235,,,,,,
268,25.751228,12.866294,1.6619363,1.3569702,,,,,,
269,25.443737,12.864964,1.5600108,1.3561347,,,,,,
270,25.152548,12.865066,1.6359109,1.3572257,,,,,,
271,25.04489,12.866953,1.7866647,1.3564205,,,,,,
272,24.66869,12.87172,1.6129296,1.3581272,,,,,,
273,24.111303,12.8798,1.6020046,1.35854,,,,,,
274,23.962908,12.890221,1.6778568,1.3553327,,,,,,
275,24.068453,12.904132,1.6331129,1.3541118,,,,,,
276,24.209665,12.920618,1.5979903,1.3528768,,,,,,
277,24.34132,12.939577,1.5211467,1.3537639,,,,,,
278,24.301605,12.960646,1.6301043,1.3521761,,,,,,
279,24.171982,12.983388,1.7344579,1.3525687,,,,,,
280,24.080679,13.007643,1.6411513,1.3502431,,,,,,
281,24.241932,13.032528,1.5932989,1.3504772,,,,,,
282,24.609861,13.057316,1.7117392,1.3507503,,,,,,
283,24.726938,13.081418,1.8545548,1.3486581,,,,,,
284,24.588886,13.105022,1.860334,1.3470886,,,,,,
285,24.993248,13.125793,1.9103767,1.3441883,,,,,,
286,25.39155,13.143024,1.7866677,1.3441997,,,,,,
287,25.654036,13.157584,1.8736652,1.3443506,,,,,,
288,25.908154,13.168167,1.7892181,1.3428073,,,,,,
289,26.221716,13.175908,1.8993881,1.3453381,,,,,,
290,26.413671,13.180888,1.8950744,1.3419648,,,,,,
291,26.510378,13.183757,1.8740748,1.3415436,,,,,,
292,26.82288,13.185286,2.1095653,1.3426273,,,,,,
293,26.933733,13.185769,1.8483894,1.3425288,,,,,,
294,26.835018,13.185205,1.876034,1.3464164,,,,,,
295,26.622347,13.185129,1.83121,1.3437226,,,,,,
296,26.476944,13.184673,1.781954,1.3472482,,,,,,
297,26.612488,13.183385,1.7581106,1.3439503,,,,,,
298,26.510056,13.181571,1.7228143,1.3447306,,,,,,
299,26.651207,13.179819,1.9961972,1.3433498,,,,,,
300,27.680529,13.17832,2.5756116,1.3461375,,,,,,
301,28.214493,13.175916,2.4073362,1.3468351,,,,,,
302,28.238058,13.171964,2.1218755,1.3463643,,,,,,
303,27.986784,13.166207,1.869175,1.3450887,,,,,,
304,27.583769,13.159667,1.7396344,1.346518,,,,,,
305,27.317465,13.151534,1.8775879,1.3457065,,,,,,
306,27.646313,13.140879,1.9831598,1.3435355,,,,,,
307,27.694223,13.127779,1.7599138,1.344328,,,,,,
308,27.19034,13.112428,1.5872414,1.346039,,,,,,
309,26.665049,13.095408,1.6695594,1.3455408,,,,,,
310,26.172585,13.077619,1.8706671,1.3473887,,,,,,
311,25.767502,13.0594425,1.7740992,1.3483127,,,,,,
312,25.211454,13.040811,1.5742927,1.348774,,,,,,
313,24.60538,13.022458,1.6308517,1.3475627,,,,,,
314,24.360512,13.005722,1.647116,1.34814,,,,,,
315,24.220509,12.989845,1.5933785,1.347414,,,,,,
316,24.443712,12.975136,1.6035122,1.3489771,,,,,,
317,24.437134,12.963213,1.5282012,1.3497303,,,,,,
318,24.101728,12.954354,1.426477,1.3506151,,,,,,
319,23.963774,12.949108,1.4793192,1.3521005,,,,,,
320,24.18182,12.945845,1.5412964,1.3520283,,,,,,
321,24.44483,12.944531,1.5508457,1.3547204,,,,,,
322,24.731455,12.943985,1.7398907,1.3542814,,,,,,
323,24.961258,12.94434,1.6648159,1.3540349,,,,,,
324,25.256643,12.945307,1.725287,1.3597221,,,,,,
325,25.317436,12.947099,1.7087035,1.3610731,,,,,,
326,25.155256,12.948731,1.7434455,1.3571645,,,,,,
327,25.331093,12.949879,1.8719531,1.3565661,,,,,,
328,26.060234,12.95179,2.1454353,1.3570853,,,,,,
329,26.719137,12.954047,1.968105,1.3555294,,,,,,
330,26.54179,12.9562025,1.6657386,1.3566813,,,,,,
331,25.840479,12.95828,1.5263526,1.3575511,,,,,,
332,25.414652,12.95938,1.6353967,1.3550605,,,,,,
333,24.95712,12.96057,1.441884,1.3555373,,,,,,
334,24.525076,12.961914,1.6259147,1.3550835,,,,,,
335,24.824732,12.96291,1.7491789,1.3569432,,,,,,
336,25.229656,12.963777,1.7590204,1.3576748,,,,,,
337,25.484558,12.96337,1.9282445,1.3587791,,,,,,
338,26.491247,12.961485,2.0810733,1.3560102,,,,,,
339,27.830343,12.958399,1.9393231,1.3556962,,,,,,
340,28.457611,12.953583,1.8073018,1.357868,,,,,,
341,28.399185,12.947335,1.8278795,1.3577964,,,,,,
342,28.373247,12.9393215,1.8102438,1.357168,,,,,,
343,28.341328,12.930372,2.0207522,1.3592366,,,,,,
344,29.31524,12.922404,2.2056916,1.3591108,,,,,,
345,29.582191,12.915788,1.7841724,1.3604946,,,,,,
346,28.89869,12.910867,1.6044717,1.3604107,,,,,,
347,28.415033,12.908111,1.6721077,1.3632575,,,,,,
348,28.0528,12.906254,1.5180998,1.3601711,,,,,,
349,27.47836,12.906522,1.3948298,1.3606462,,,,,,
350,26.704111,12.908672,1.3833656,1.3603767,,,,,,
351,26.28863,12.911839,1.5775467,1.3600503,,,,,,
352,26.807898,12.915813,2.1523056,1.3587283,,,,,,
353,28.285585,12.918501,2.2869992,1.3591727,,,,,,
354,28.70893,12.921776,1.8597914,1.3586044,,,,,,
355,28.322544,12.924426,1.7138506,1.3585205,,,,,,
356,27.811892,12.927074,1.6175114,1.3603493,,,,,,
357,27.009676,12.929689,1.6124587,1.3566915,,,,,,
358,26.264357,12.931576,1.5022074,1.3567743,,,,,,
359,25.369741,12.934185,1.3606038,1.3581669,,,,,,
360,24.69077,12.936751,1.6350455,1.3573247,,,,,,
361,24.556253,12.938895,1.78801,1.3542747,,,,,,
362,24.334332,12.94075,1.6098803,1.3568358,,,,,,
363,24.123398,12.942759,1.5835447,1.3592601,,,,,,
364,24.10912,12.945072,1.924939,1.3589878,,,,,,
365,24.51855,12.947128,1.8027967,1.3578818,,,,,,
366,24.559702,12.949472,1.6938117,1.3548417,,,,,,
367,24.347536,12.951668,1.6988642,1.3540996,,,,,,
368,24.310352,12.953808,1.8047062,1.3547722,,,,,,
369,24.46731,12.955512,1.8644276,1.3570757,,,,,,
370,24.687046,12.956539,1.8488656,1.3563375,,,,,,
371,24.892836,12.957112,2.0716753,1.3573903,,,,,,
372,25.149775,12.958878,1.9349287,1.3564223,,,,,,
373,24.926416,12.960975,1.7598395,1.3563172,,,,,,
374,25.023657,12.962815,1.878891,1.3561242,,,,,,
375,25.233183,12.964464,1.8457503,1.3560998,,,,,,
376,25.291435,12.966051,1.8586391,1.3550112,,,,,,
377,25.095938,12.967136,1.7091091,1.3557267,,,,,,
378,24.896873,12.96801,2.0024357,1.3570762,,,,,,
379,25.004358,12.96829,1.8991169,1.3588674,,,,,,
380,24.819374,12.967826,1.6281153,1.3579793,,,,,,
381,24.507168,12.966974,1.5344166,1.3573437,,,,,,
382,24.194042,12.965059,1.496361,1.3586886,,,,,,
383,23.865276,12.962762,1.4825487,1.3586124,,,,,,
384,23.70309,12.960569,1.5129277,1.3621565,,,,,,
385,23.688934,12.957774,1.5015105,1.3600289,,,,,,
386,23.948214,12.955076,1.644237,1.3612263,,,,,,
387,24.680828,12.952135,1.8726385,1.3601837,,,,,,
388,25.316729,12.949137,1.8218966,1.3594266,,,,,,
389,25.980265,12.946232,1.9586885,1.3605953,,,,,,
390,26.714598,12.943312,1.98371,1.3610392,,,,,,
391,26.984234,12.941605,1.7761792,1.3633631,,,,,,
392,26.552586,12.940988,1.5713245,1.363123,,,,,,
393,25.779623,12.940096,1.4956307,1.3625118,,,,,,
394,25.32799,12.938184,1.6361735,1.361185,,,,,,
395,25.092573,12.936141,1.5628245,1.3635008,,,,,,
396,24.753452,12.933454,1.5271782,1.3630246,,,,,,
397,25.04564,12.930518,2.058868,1.365183,,,,,,
398,25.344757,12.928596,1.9368035,1.3656611,,,,,,
399,25.58296,12.927418,1.8171762,1.364137,,,,,,
400,25.717451,12.926417,1.7465956,1.3651667,,,,,,
401,25.655096,12.925015,1.8790692,1.3662684,,,,,,
402,25.906462,12.922972,1.8981575,1.3641229,,,,,,
403,26.06959,12.919626,1.7638873,1.3629048,,,,,,
404,26.18057,12.916096,1.711121,1.362504,,,,,,
405,26.300419,12.912696,1.6864434,1.3639815,,,,,,
406,26.202337,12.909083,1.7048069,1.3644459,,,,,,
407,26.05338,12.905402,1.9379164,1.3662218,,,,,,
408,26.246387,12.901374,1.9526451,1.3661574,,,,,,
409,26.394693,12.897177,1.8209994,1.3670152,,,,,,
410,25.906635,12.892626,1.6160473,1.3649473,,,,,,
411,24.835814,12.887534,1.5280815,1.3664129,,,,,,
412,23.88394,12.882114,1.5585939,1.3650224,,,,,,
413,23.47041,12.876556,1.6411061,1.3649923,,,,,,
414,23.5602,12.871092,1.8983659,1.3634467,,,,,,
415,24.106987,12.865073,1.8952137,1.3641067,,,,,,
416,24.310566,12.8593855,1.7187778,1.36566,,,,,,
417,24.125153,12.854332,1.6909064,1.3649116,,,,,,
418,24.106064,12.849389,1.6212307,1.3629735,,,,,,
419,23.807526,12.844786,1.5084344,1.3633904,,,,,,
420,23.662302,12.840572,1.7869915,1.363436,,,,,,
421,23.75376,12.836846,1.8247052,1.3624717,,,,,,
422,24.49278,12.833296,2.03293,1.3643267,,,,,,
423,25.267733,12.829119,2.0867248,1.365134,,,,,,
424,25.432747,12.824077,1.7380961,1.3690361,,,,,,
425,25.217424,12.819231,1.8067514,1.369094,,,,,,
426,25.323935,12.813603,1.9266726,1.36757,,,,,,
427,25.160498,12.806744,1.7591839,1.3670704,,,,,,
428,24.782246,12.797947,1.709738,1.3680006,,,,,,
429,24.315577,12.78854,1.6205838,1.3692195,,,,,,
430,23.913532,12.7789135,1.5489489,1.3726499,,,,,,
431,23.708984,12.76977,1.7265146,1.3743998,,,,,,
432,23.691872,12.760708,1.7841998,1.3747178,,,,,,
433,23.956825,12.752113,1.6513577,1.3718119,,,,,,
434,23.947561,12.743935,1.724025,1.374204,,,,,,
435,23.935574,12.73587,1.7081156,1.3755311,,,,,,
436,23.969397,12.728269,1.6933668,1.3745638,,,,,,
437,24.21065,12.721733,1.6479293,1.374167,,,,,,
438,24.186638,12.715909,1.5764018,1.3748832,,,,,,
439,24.870327,12.710271,2.1299582,1.3750393,,,,,,
440,25.723072,12.705821,2.0594718,1.3742129,,,,,,
441,26.309385,12.70119,2.3635414,1.3747454,,,,,,
442,26.53741,12.697401,2.0380733,1.3757876,,,,,,
443,26.00627,12.694523,1.7917466,1.3741531,,,,,,
444,25.317842,12.69164,1.6944492,1.3733308,,,,,,
445,25.013914,12.689604,1.8179405,1.3733718,,,,,,
446,24.891104,12.688839,1.7422296,1.3732818,,,,,,
447,24.501518,12.688712,1.63804,1.37434,,,,,,
448,23.924715,12.689932,1.7280672,1.3747312,,,,,,
449,23.502396,12.692584,1.7280707,1.3739762,,,,,,
450,23.191587,12.695267,1.66642,1.3735564,,,,,,
451,23.158318,12.698803,1.6857493,1.3778453,,,,,,
452,23.182825,12.703037,1.6686225,1.37881,,,,,,
453,23.305273,12.706455,1.7355264,1.3759166,,,,,,
454,23.995716,12.709022,1.9730396,1.3778813,,,,,,
455,24.471317,12.710775,1.7648684,1.3768107,,,,,,
456,24.662317,12.711231,2.2841656,1.3746781,,,,,,
457,25.256546,12.711446,2.0685315,1.3741809,,,,,,
458,25.078672,12.711035,1.7689525,1.3749757,,,,,,
