time_index,loudness_zwtv_target,loudness_zwtv_pred,sharpness_din_tv_target,sharpness_din_tv_pred,roughness_dw_target,roughness_dw_pred,tnr_ecma_perseg_target,tnr_ecma_perseg_pred,sii_ansi_target,sii_ansi_pred
305,27.317465,11.260769,1.8775879,1.1198735,,,,,,
306,27.646313,11.26164,1.9831598,1.1175745,,,,,,
307,27.694223,11.262038,1.7599138,1.1182466,,,,,,
308,27.19034,11.261834,1.5872414,1.1195525,,,,,,
309,26.665049,11.261551,1.6695594,1.1183277,,,,,,
310,26.172585,11.26187,1.8706671,1.1199826,,,,,,
311,25.767502,11.26262,1.7740992,1.1203592,,,,,,
312,25.211454,11.262443,1.5742927,1.1200677,,,,,,
313,24.60538,11.262297,1.6308517,1.11774,,,,,,
314,24.360512,11.262685,1.647116,1.1171894,,,,,,
315,24.220509,11.262294,1.5933785,1.1153944,,,,,,
316,24.443712,11.261154,1.6035122,1.1160218,,,,,,
317,24.437134,11.260354,1.5282012,1.1162634,,,,,,
318,24.101728,11.260662,1.426477,1.1157851,,,,,,
319,23.963774,11.26218,1.4793192,1.1169914,,,,,,
320,24.18182,11.263604,1.5412964,1.1161672,,,,,,
321,24.44483,11.26565,1.5508457,1.1182362,,,,,,
322,24.731455,11.267269,1.7398907,1.1177208,,,,,,
323,24.961258,11.268566,1.6648159,1.1171454,,,,,,
324,25.256643,11.270535,1.725287,1.1221972,,,,,,
325,25.317436,11.272072,1.7087035,1.1227967,,,,,,
326,25.155256,11.273348,1.7434455,1.1192046,,,,,,
327,25.331093,11.273721,1.8719531,1.1185983,,,,,,
328,26.060234,11.274313,2.1454353,1.1191177,,,,,,
329,26.719137,11.275296,1.968105,1.1178243,,,,,,
330,26.54179,11.275671,1.6657386,1.1185327,,,,,,
331,25.840479,11.276053,1.5263526,1.1197834,,,,,,
332,25.414652,11.275436,1.6353967,1.1169034,,,,,,
333,24.95712,11.274787,1.441884,1.1174623,,,,,,
334,24.525076,11.274583,1.6259147,1.1166346,,,,,,
335,24.824732,11.273786,1.7491789,1.1187574,,,,,,
336,25.229656,11.273443,1.7590204,1.1175066,,,,,,
337,25.484558,11.273472,1.9282445,1.1197275,,,,,,
338,26.491247,11.27393,2.0810733,1.1177024,,,,,,
339,27.830343,11.274447,1.9393231,1.1163421,,,,,,
340,28.457611,11.275666,1.8073018,1.1193945,,,,,,
341,28.399185,11.277335,1.8278795,1.1190212,,,,,,
342,28.373247,11.277533,1.8102438,1.116329,,,,,,
343,28.341328,11.278073,2.0207522,1.1197497,,,,,,
344,29.31524,11.279148,2.2056916,1.1193652,,,,,,
345,29.582191,11.280091,1.7841724,1.1201627,,,,,,
346,28.89869,11.281147,1.6044717,1.1196939,,,,,,
347,28.415033,11.282458,1.6721077,1.1229122,,,,,,
348,28.0528,11.282773,1.5180998,1.1196587,,,,,,
349,27.47836,11.283403,1.3948298,1.119575,,,,,,
350,26.704111,11.2852125,1.3833656,1.1183149,,,,,,
351,26.28863,11.286401,1.5775467,1.1177161,,,,,,
352,26.807898,11.288265,2.1523056,1.1172012,,,,,,
353,28.285585,11.288638,2.2869992,1.1179692,,,,,,
354,28.70893,11.289511,1.8597914,1.1174555,,,,,,
355,28.322544,11.28982,1.7138506,1.1177374,,,,,,
356,27.811892,11.289979,1.6175114,1.1194696,,,,,,
357,27.009676,11.290198,1.6124587,1.116267,,,,,,
358,26.264357,11.289767,1.5022074,1.115997,,,,,,
359,25.369741,11.289874,1.3606038,1.1174362,,,,,,
360,24.69077,11.289934,1.6350455,1.1165597,,,,,,
361,24.556253,11.289339,1.78801,1.113103,,,,,,
362,24.334332,11.288488,1.6098803,1.115519,,,,,,
363,24.123398,11.287415,1.5835447,1.1176381,,,,,,
364,24.10912,11.286616,1.924939,1.1173949,,,,,,
365,24.51855,11.285352,1.8027967,1.1163155,,,,,,
366,24.559702,11.284192,1.6938117,1.1127293,,,,,,
367,24.347536,11.2829485,1.6988642,1.1120028,,,,,,
368,24.310352,11.281325,1.8047062,1.1125432,,,,,,
369,24.46731,11.279152,1.8644276,1.1144465,,,,,,
370,24.687046,11.276922,1.8488656,1.1141025,,,,,,
371,24.892836,11.274081,2.0716753,1.1150043,,,,,,
372,25.149775,11.272178,1.9349287,1.1133968,,,,,,
373,24.926416,11.271289,1.7598395,1.1135567,,,,,,
374,25.023657,11.270281,1.878891,1.1128323,,,,,,
375,25.233183,11.269472,1.8457503,1.1124096,,,,,,
376,25.291435,11.269455,1.8586391,1.1110613,,,,,,
377,25.095938,11.268996,1.7091091,1.1112612,,,,,,
378,24.896873,11.268645,2.0024357,1.1125288,,,,,,
379,25.004358,11.268041,1.8991169,1.1137351,,,,,,
380,24.819374,11.267717,1.6281153,1.1125891,,,,,,
381,24.507168,11.266801,1.5344166,1.1113375,,,,,,
382,24.194042,11.265817,1.496361,1.1124821,,,,,,
383,23.865276,11.264611,1.4825487,1.1126614,,,,,,
384,23.70309,11.26363,1.5129277,1.1153034,,,,,,
385,23.688934,11.262362,1.5015105,1.1130501,,,,,,
386,23.948214,11.261379,1.644237,1.1140236,,,,,,
387,24.680828,11.260306,1.8726385,1.1123194,,,,,,
388,25.316729,11.259284,1.8218966,1.1121391,,,,,,
389,25.980265,11.257846,1.9586885,1.1136093,,,,,,
390,26.714598,11.256277,1.98371,1.1140276,,,,,,
391,26.984234,11.256601,1.7761792,1.1169189,,,,,,
392,26.552586,11.256788,1.5713245,1.1161728,,,,,,
393,25.779623,11.25715,1.4956307,1.1160725,,,,,,
394,25.32799,11.256173,1.6361735,1.1147894,,,,,,
395,25.092573,11.255294,1.5628245,1.1166389,,,,,,
396,24.753452,11.253642,1.5271782,1.1160226,,,,,,
397,25.04564,11.251075,2.058868,1.1180744,,,,,,
398,25.344757,11.250433,1.9368035,1.1184294,,,,,,
399,25.58296,11.250386,1.8171762,1.1172153,,,,,,
400,25.717451,11.250605,1.7465956,1.1167063,,,,,,
401,25.655096,11.250709,1.8790692,1.1190108,,,,,,
402,25.906462,11.2500305,1.8981575,1.1158442,,,,,,
403,26.06959,11.248459,1.7638873,1.1143537,,,,,,
404,26.18057,11.247375,1.711121,1.1137024,,,,,,
405,26.300419,11.2467,1.6864434,1.1148862,,,,,,
406,26.202337,11.245555,1.7048069,1.1144004,,,,,,
407,26.05338,11.245346,1.9379164,1.1162406,,,,,,
408,26.246387,11.244858,1.9526451,1.1164714,,,,,,
409,26.394693,11.244419,1.8209994,1.1170465,,,,,,
410,25.906635,11.243887,1.6160473,1.1146213,,,,,,
411,24.835814,11.243068,1.5280815,1.1155984,,,,,,
412,23.88394,11.242288,1.5585939,1.1143327,,,,,,
413,23.47041,11.240938,1.6411061,1.1140376,,,,,,
414,23.5602,11.240144,1.8983659,1.1126786,,,,,,
415,24.106987,11.238521,1.8952137,1.1133989,,,,,,
416,24.310566,11.2374935,1.7187778,1.1147428,,,,,,
417,24.125153,11.236357,1.6909064,1.1143012,,,,,,
418,24.106064,11.235009,1.6212307,1.1123571,,,,,,
419,23.807526,11.234188,1.5084344,1.1126522,,,,,,
420,23.662302,11.2324705,1.7869915,1.1109504,,,,,,
421,23.75376,11.231729,1.8247052,1.1106694,,,,,,
422,24.49278,11.231,2.03293,1.1127728,,,,,,
423,25.267733,11.230113,2.0867248,1.1130058,,,,,,
424,25.432747,11.228783,1.7380961,1.116381,,,,,,
425,25.217424,11.228562,1.8067514,1.1163781,,,,,,
426,25.323935,11.228602,1.9266726,1.114269,,,,,,
427,25.160498,11.2285385,1.7591839,1.112923,,,,,,
428,24.782246,11.2279415,1.709738,1.1135097,,,,,,
429,24.315577,11.227226,1.6205838,1.1137998,,,,,,
430,23.913532,11.226936,1.5489489,1.1163858,,,,,,
431,23.708984,11.227341,1.7265146,1.1172103,,,,,,
432,23.691872,11.228012,1.7841998,1.1174369,,,,,,
433,23.956825,11.228486,1.6513577,1.1135855,,,,,,
434,23.947561,11.228738,1.724025,1.1154068,,,,,,
435,23.935574,11.22862,1.7081156,1.1160654,,,,,,
436,23.969397,11.2279625,1.6933668,1.1153492,,,,,,
437,24.21065,11.227861,1.6479293,1.1136227,,,,,,
438,24.186638,11.227265,1.5764018,1.1149632,,,,,,
439,24.870327,11.22679,2.1299582,1.1143483,,,,,,
440,25.723072,11.226727,2.0594718,1.1143323,,,,,,
441,26.309385,11.225977,2.3635414,1.115617,,,,,,
442,26.53741,11.225709,2.0380733,1.1165621,,,,,,
443,26.00627,11.225732,1.7917466,1.1149982,,,,,,
444,25.317842,11.224935,1.6944492,1.1141151,,,,,,
445,25.013914,11.224244,1.8179405,1.1147157,,,,,,
446,24.891104,11.223693,1.7422296,1.1143392,,,,,,
447,24.501518,11.222693,1.63804,1.1150525,,,,,,
448,23.924715,11.222576,1.7280672,1.1150562,,,,,,
449,23.502396,11.222517,1.7280707,1.1136813,,,,,,
450,23.191587,11.22268,1.66642,1.1131854,,,,,,
451,23.158318,11.22302,1.6857493,1.1168492,,,,,,
452,23.182825,11.223829,1.6686225,1.1164662,,,,,,
453,23.305273,11.224033,1.7355264,1.1136508,,,,,,
454,23.995716,11.223598,1.9730396,1.114878,,,,,,
455,24.471317,11.222656,1.7648684,1.1129391,,,,,,
456,24.662317,11.221024,2.2841656,1.1108205,,,,,,
457,25.256546,11.219172,2.0685315,1.1096891,,,,,,
458,25.078672,11.217804,1.7689525,1.1101661,,,,,,
